,Date,Home Team,Visitor Team,Home Team Score,Visitor Team Score
660,2021-01-28T00:00:00.000Z,Miami Heat,LA Clippers,105,109
661,2021-02-05T00:00:00.000Z,Brooklyn Nets,Toronto Raptors,117,123
662,2021-01-04T00:00:00.000Z,Milwaukee Bucks,Detroit Pistons,125,115
663,2021-01-25T00:00:00.000Z,Orlando Magic,Charlotte Hornets,117,108
664,2021-01-16T00:00:00.000Z,Portland Trail Blazers,Atlanta Hawks,112,106
665,2021-02-24T00:00:00.000Z,Cleveland Cavaliers,Houston Rockets,112,96
666,2021-01-15T00:00:00.000Z,Utah Jazz,Atlanta Hawks,116,92
667,2021-02-06T00:00:00.000Z,New Orleans Pelicans,Memphis Grizzlies,118,109
668,2021-01-27T00:00:00.000Z,Toronto Raptors,Milwaukee Bucks,108,115
669,2021-01-27T00:00:00.000Z,Golden State Warriors,Minnesota Timberwolves,123,111
670,2021-01-08T00:00:00.000Z,Sacramento Kings,Toronto Raptors,123,144
671,2021-02-17T00:00:00.000Z,Orlando Magic,New York Knicks,107,89
672,2021-02-16T00:00:00.000Z,Minnesota Timberwolves,Los Angeles Lakers,104,112
673,2021-01-22T00:00:00.000Z,Minnesota Timberwolves,Atlanta Hawks,98,116
674,2021-01-29T00:00:00.000Z,Orlando Magic,LA Clippers,90,116
675,2021-02-25T00:00:00.000Z,Milwaukee Bucks,New Orleans Pelicans,129,125
676,2021-01-17T00:00:00.000Z,Dallas Mavericks,Chicago Bulls,101,117
677,2021-02-12T00:00:00.000Z,Dallas Mavericks,New Orleans Pelicans,143,130
678,2021-01-18T00:00:00.000Z,Portland Trail Blazers,San Antonio Spurs,104,125
679,2021-02-19T00:00:00.000Z,Milwaukee Bucks,Oklahoma City Thunder,98,85
680,2021-02-26T00:00:00.000Z,Boston Celtics,Indiana Pacers,118,112
681,2021-02-03T00:00:00.000Z,Chicago Bulls,New York Knicks,103,107
682,2021-02-27T00:00:00.000Z,Orlando Magic,Utah Jazz,109,124
683,2021-03-02T00:00:00.000Z,Toronto Raptors,Detroit Pistons,105,129
684,2021-03-03T00:00:00.000Z,New Orleans Pelicans,Chicago Bulls,124,128
685,2021-03-04T00:00:00.000Z,Portland Trail Blazers,Sacramento Kings,123,119
686,2021-01-12T00:00:00.000Z,Oklahoma City Thunder,San Antonio Spurs,102,112
687,2021-01-14T00:00:00.000Z,Portland Trail Blazers,Indiana Pacers,87,111
688,2021-02-14T00:00:00.000Z,Detroit Pistons,New Orleans Pelicans,123,112
689,2021-05-18T00:00:00.000Z,Boston Celtics,Washington Wizards,118,100
690,2021-01-12T00:00:00.000Z,Cleveland Cavaliers,Utah Jazz,87,117
691,2021-02-14T00:00:00.000Z,Washington Wizards,Boston Celtics,104,91
692,2021-05-18T00:00:00.000Z,Indiana Pacers,Charlotte Hornets,144,117
693,2021-02-17T00:00:00.000Z,Chicago Bulls,Detroit Pistons,105,102
694,2021-01-12T00:00:00.000Z,Chicago Bulls,Boston Celtics,121,99
695,2021-05-19T00:00:00.000Z,Los Angeles Lakers,Golden State Warriors,103,100
696,2021-01-12T00:00:00.000Z,Brooklyn Nets,Denver Nuggets,122,116
697,2021-02-17T00:00:00.000Z,Memphis Grizzlies,Oklahoma City Thunder,122,113
698,2021-05-19T00:00:00.000Z,Memphis Grizzlies,San Antonio Spurs,100,96
699,2021-01-12T00:00:00.000Z,Golden State Warriors,Indiana Pacers,95,104
700,2021-02-19T00:00:00.000Z,Cleveland Cavaliers,Denver Nuggets,103,120
701,2021-01-13T00:00:00.000Z,Washington Wizards,Utah Jazz,131,122
702,2021-05-20T00:00:00.000Z,Washington Wizards,Indiana Pacers,142,115
703,2021-01-12T00:00:00.000Z,Philadelphia 76ers,Miami Heat,137,134
704,2021-03-04T00:00:00.000Z,New York Knicks,Detroit Pistons,114,104
705,2021-05-21T00:00:00.000Z,Golden State Warriors,Memphis Grizzlies,112,117
706,2021-01-13T00:00:00.000Z,Boston Celtics,Orlando Magic,112,96
707,2021-01-13T00:00:00.000Z,Phoenix Suns,Atlanta Hawks,117,110
708,2021-01-12T00:00:00.000Z,Houston Rockets,Los Angeles Lakers,100,117
709,2021-01-14T00:00:00.000Z,Denver Nuggets,Golden State Warriors,114,104
710,2021-05-22T00:00:00.000Z,LA Clippers,Dallas Mavericks,103,113
711,2021-05-22T00:00:00.000Z,Milwaukee Bucks,Miami Heat,109,107
712,2021-05-22T00:00:00.000Z,Denver Nuggets,Portland Trail Blazers,109,123
713,2021-05-22T00:00:00.000Z,Brooklyn Nets,Boston Celtics,104,93
714,2021-01-14T00:00:00.000Z,Toronto Raptors,Charlotte Hornets,111,108
715,2021-05-23T00:00:00.000Z,Philadelphia 76ers,Washington Wizards,125,118
716,2021-01-14T00:00:00.000Z,Philadelphia 76ers,Miami Heat,125,108
717,2021-05-23T00:00:00.000Z,Utah Jazz,Memphis Grizzlies,109,112
718,2021-01-14T00:00:00.000Z,San Antonio Spurs,Houston Rockets,105,109
719,2021-05-23T00:00:00.000Z,Phoenix Suns,Los Angeles Lakers,99,90
720,2021-02-02T00:00:00.000Z,Washington Wizards,Portland Trail Blazers,121,132
721,2021-05-23T00:00:00.000Z,New York Knicks,Atlanta Hawks,105,107
722,2021-05-24T00:00:00.000Z,Denver Nuggets,Portland Trail Blazers,128,109
723,2021-05-24T00:00:00.000Z,Milwaukee Bucks,Miami Heat,132,98
724,2021-05-25T00:00:00.000Z,Brooklyn Nets,Boston Celtics,130,108
725,2021-05-25T00:00:00.000Z,LA Clippers,Dallas Mavericks,121,127
726,2021-05-25T00:00:00.000Z,Phoenix Suns,Los Angeles Lakers,102,109
727,2021-05-26T00:00:00.000Z,New York Knicks,Atlanta Hawks,101,92
728,2021-05-26T00:00:00.000Z,Utah Jazz,Memphis Grizzlies,141,129
729,2021-05-26T00:00:00.000Z,Philadelphia 76ers,Washington Wizards,120,95
730,2021-05-27T00:00:00.000Z,Portland Trail Blazers,Denver Nuggets,115,120
731,2021-05-27T00:00:00.000Z,Los Angeles Lakers,Phoenix Suns,109,95
732,2021-05-27T00:00:00.000Z,Miami Heat,Milwaukee Bucks,84,113
733,2021-05-28T00:00:00.000Z,Atlanta Hawks,New York Knicks,105,94
734,2021-05-28T00:00:00.000Z,Boston Celtics,Brooklyn Nets,125,119
735,2021-05-28T00:00:00.000Z,Dallas Mavericks,LA Clippers,108,118
736,2021-01-13T00:00:00.000Z,LA Clippers,New Orleans Pelicans,111,106
737,2021-05-29T00:00:00.000Z,Portland Trail Blazers,Denver Nuggets,0,0
738,2021-05-29T00:00:00.000Z,Memphis Grizzlies,Utah Jazz,0,0
739,2021-05-29T00:00:00.000Z,Washington Wizards,Philadelphia 76ers,0,0
740,2021-05-29T00:00:00.000Z,Miami Heat,Milwaukee Bucks,103,120
741,2021-01-13T00:00:00.000Z,New York Knicks,Brooklyn Nets,109,116
742,2021-01-13T00:00:00.000Z,Sacramento Kings,Portland Trail Blazers,126,132
743,2021-01-13T00:00:00.000Z,Minnesota Timberwolves,Memphis Grizzlies,107,118
744,2021-01-13T00:00:00.000Z,Oklahoma City Thunder,Los Angeles Lakers,99,128
745,2021-05-12T00:00:00.000Z,Los Angeles Lakers,Houston Rockets,124,122
746,2021-03-26T00:00:00.000Z,Charlotte Hornets,Miami Heat,110,105
747,2021-04-12T00:00:00.000Z,Utah Jazz,Washington Wizards,121,125
748,2021-03-17T00:00:00.000Z,Houston Rockets,Golden State Warriors,94,108
749,2021-04-09T00:00:00.000Z,New Orleans Pelicans,Philadelphia 76ers,101,94
750,2021-04-05T00:00:00.000Z,Oklahoma City Thunder,Detroit Pistons,108,132
751,2021-05-05T00:00:00.000Z,Utah Jazz,San Antonio Spurs,126,94
752,2021-03-25T00:00:00.000Z,San Antonio Spurs,LA Clippers,85,98
753,2021-05-07T00:00:00.000Z,Utah Jazz,Denver Nuggets,127,120
754,2021-04-02T00:00:00.000Z,Portland Trail Blazers,Milwaukee Bucks,109,127
755,2021-04-30T00:00:00.000Z,Phoenix Suns,Utah Jazz,121,100
756,2021-04-18T00:00:00.000Z,Toronto Raptors,Oklahoma City Thunder,112,106
757,2021-03-16T00:00:00.000Z,Houston Rockets,Atlanta Hawks,107,119
758,2021-04-24T00:00:00.000Z,Utah Jazz,Minnesota Timberwolves,96,101
759,2021-03-24T00:00:00.000Z,Utah Jazz,Brooklyn Nets,118,88
760,2021-03-15T00:00:00.000Z,Golden State Warriors,Los Angeles Lakers,97,128
761,2021-03-21T00:00:00.000Z,Houston Rockets,Oklahoma City Thunder,112,114
762,2021-04-27T00:00:00.000Z,Boston Celtics,Oklahoma City Thunder,115,119
763,2021-03-14T00:00:00.000Z,Golden State Warriors,Utah Jazz,131,119
764,2021-03-13T00:00:00.000Z,Charlotte Hornets,Toronto Raptors,114,104
765,2021-04-11T00:00:00.000Z,Dallas Mavericks,San Antonio Spurs,117,119
766,2021-03-31T00:00:00.000Z,San Antonio Spurs,Sacramento Kings,120,106
767,2021-03-10T00:00:00.000Z,Memphis Grizzlies,Washington Wizards,127,112
768,2021-03-12T00:00:00.000Z,San Antonio Spurs,Orlando Magic,104,77
769,2021-03-11T00:00:00.000Z,Brooklyn Nets,Boston Celtics,121,109
770,2021-03-11T00:00:00.000Z,Chicago Bulls,Philadelphia 76ers,105,127
771,2021-03-11T00:00:00.000Z,Toronto Raptors,Atlanta Hawks,120,121
772,2021-03-11T00:00:00.000Z,New Orleans Pelicans,Minnesota Timberwolves,105,135
773,2021-04-08T00:00:00.000Z,LA Clippers,Phoenix Suns,113,103
774,2021-04-04T00:00:00.000Z,Philadelphia 76ers,Memphis Grizzlies,100,116
775,2021-03-20T00:00:00.000Z,Los Angeles Lakers,Atlanta Hawks,94,99
776,2021-03-29T00:00:00.000Z,San Antonio Spurs,Sacramento Kings,115,132
777,2021-04-21T00:00:00.000Z,San Antonio Spurs,Miami Heat,87,107
778,2021-04-17T00:00:00.000Z,Los Angeles Lakers,Utah Jazz,127,115
779,2021-05-16T00:00:00.000Z,New York Knicks,Boston Celtics,96,92
780,2021-03-19T00:00:00.000Z,Phoenix Suns,Minnesota Timberwolves,113,101
781,2021-03-27T00:00:00.000Z,LA Clippers,Philadelphia 76ers,122,112
782,2021-05-11T00:00:00.000Z,Sacramento Kings,Oklahoma City Thunder,122,106
783,2021-04-23T00:00:00.000Z,Oklahoma City Thunder,Washington Wizards,109,129
784,2021-04-10T00:00:00.000Z,Phoenix Suns,Washington Wizards,134,106
785,2021-04-06T00:00:00.000Z,Golden State Warriors,Milwaukee Bucks,122,121
786,2021-04-03T00:00:00.000Z,Detroit Pistons,New York Knicks,81,125
787,2021-04-15T00:00:00.000Z,Los Angeles Lakers,Boston Celtics,113,121
788,2021-05-06T00:00:00.000Z,Toronto Raptors,Washington Wizards,129,131
789,2021-04-25T00:00:00.000Z,Golden State Warriors,Sacramento Kings,117,113
790,2021-04-19T00:00:00.000Z,Denver Nuggets,Memphis Grizzlies,139,137
791,2021-04-26T00:00:00.000Z,New York Knicks,Phoenix Suns,110,118
792,2021-04-26T00:00:00.000Z,Sacramento Kings,Dallas Mavericks,113,106
793,2021-04-16T00:00:00.000Z,Utah Jazz,Indiana Pacers,119,111
794,2021-04-16T00:00:00.000Z,Dallas Mavericks,New York Knicks,109,117
795,2021-05-01T00:00:00.000Z,Oklahoma City Thunder,Indiana Pacers,95,152
796,2021-04-28T00:00:00.000Z,Miami Heat,San Antonio Spurs,116,111
797,2021-04-22T00:00:00.000Z,San Antonio Spurs,Detroit Pistons,106,91
798,2021-03-10T00:00:00.000Z,Dallas Mavericks,San Antonio Spurs,115,104
799,2021-04-03T00:00:00.000Z,Utah Jazz,Orlando Magic,137,91
800,2021-03-31T00:00:00.000Z,Boston Celtics,Dallas Mavericks,108,113
801,2021-03-29T00:00:00.000Z,Oklahoma City Thunder,Dallas Mavericks,106,127
802,2021-03-17T00:00:00.000Z,Chicago Bulls,San Antonio Spurs,99,106
803,2021-03-15T00:00:00.000Z,Phoenix Suns,Memphis Grizzlies,122,99
804,2021-03-22T00:00:00.000Z,Cleveland Cavaliers,Sacramento Kings,105,119
805,2021-04-05T00:00:00.000Z,Toronto Raptors,Washington Wizards,103,101
806,2021-03-13T00:00:00.000Z,Washington Wizards,Milwaukee Bucks,119,125
807,2021-03-24T00:00:00.000Z,Milwaukee Bucks,Boston Celtics,121,119
808,2021-03-12T00:00:00.000Z,Memphis Grizzlies,Denver Nuggets,102,103
809,2021-03-11T00:00:00.000Z,Charlotte Hornets,Detroit Pistons,105,102
810,2021-03-11T00:00:00.000Z,Miami Heat,Orlando Magic,111,103
811,2021-03-11T00:00:00.000Z,Milwaukee Bucks,New York Knicks,134,101
812,2021-03-11T00:00:00.000Z,Sacramento Kings,Houston Rockets,125,105
813,2021-03-14T00:00:00.000Z,Atlanta Hawks,Cleveland Cavaliers,100,82
814,2021-04-07T00:00:00.000Z,Brooklyn Nets,New Orleans Pelicans,139,111
815,2021-05-07T00:00:00.000Z,Milwaukee Bucks,Houston Rockets,141,133
816,2021-04-09T00:00:00.000Z,Cleveland Cavaliers,Toronto Raptors,115,135
817,2021-03-21T00:00:00.000Z,Phoenix Suns,Los Angeles Lakers,111,94
818,2021-04-02T00:00:00.000Z,Phoenix Suns,Oklahoma City Thunder,140,103
819,2021-04-10T00:00:00.000Z,Portland Trail Blazers,Detroit Pistons,118,103
820,2021-05-06T00:00:00.000Z,Golden State Warriors,Oklahoma City Thunder,118,97
821,2021-04-08T00:00:00.000Z,Dallas Mavericks,Milwaukee Bucks,116,101
822,2021-05-03T00:00:00.000Z,Utah Jazz,San Antonio Spurs,110,99
823,2021-04-30T00:00:00.000Z,Memphis Grizzlies,Orlando Magic,92,75
824,2021-04-12T00:00:00.000Z,Golden State Warriors,Denver Nuggets,116,107
825,2021-03-26T00:00:00.000Z,Utah Jazz,Memphis Grizzlies,117,114
826,2021-05-13T00:00:00.000Z,Miami Heat,Philadelphia 76ers,106,94
827,2021-04-28T00:00:00.000Z,Denver Nuggets,New Orleans Pelicans,114,112
828,2021-05-14T00:00:00.000Z,Houston Rockets,LA Clippers,122,115
829,2021-04-04T00:00:00.000Z,Denver Nuggets,Orlando Magic,119,109
830,2021-04-06T00:00:00.000Z,Miami Heat,Memphis Grizzlies,112,124
831,2021-03-16T00:00:00.000Z,Boston Celtics,Utah Jazz,109,117
832,2021-04-25T00:00:00.000Z,Atlanta Hawks,Milwaukee Bucks,111,104
833,2021-04-23T00:00:00.000Z,Houston Rockets,LA Clippers,104,109
834,2021-03-19T00:00:00.000Z,Denver Nuggets,Chicago Bulls,131,127
835,2021-03-30T00:00:00.000Z,LA Clippers,Orlando Magic,96,103
836,2021-03-27T00:00:00.000Z,New Orleans Pelicans,Dallas Mavericks,112,103
837,2021-04-21T00:00:00.000Z,LA Clippers,Memphis Grizzlies,117,105
838,2021-03-23T00:00:00.000Z,Portland Trail Blazers,Brooklyn Nets,112,116
839,2021-04-16T00:00:00.000Z,Minnesota Timberwolves,Miami Heat,119,111
840,2021-04-26T00:00:00.000Z,Toronto Raptors,Cleveland Cavaliers,112,96
841,2021-04-11T00:00:00.000Z,New York Knicks,Toronto Raptors,102,96
842,2021-05-01T00:00:00.000Z,Atlanta Hawks,Chicago Bulls,108,97
843,2021-05-04T00:00:00.000Z,New Orleans Pelicans,Golden State Warriors,108,103
844,2021-04-13T00:00:00.000Z,Portland Trail Blazers,Boston Celtics,115,116
845,2021-04-14T00:00:00.000Z,Toronto Raptors,San Antonio Spurs,117,112
846,2021-04-29T00:00:00.000Z,Oklahoma City Thunder,New Orleans Pelicans,95,109
847,2021-04-24T00:00:00.000Z,Miami Heat,Chicago Bulls,106,101
848,2021-04-22T00:00:00.000Z,Milwaukee Bucks,Philadelphia 76ers,124,117
849,2021-05-11T00:00:00.000Z,Golden State Warriors,Phoenix Suns,122,116
850,2021-05-02T00:00:00.000Z,Los Angeles Lakers,Toronto Raptors,114,121
851,2021-05-05T00:00:00.000Z,Atlanta Hawks,Phoenix Suns,135,103
852,2021-05-16T00:00:00.000Z,San Antonio Spurs,Phoenix Suns,121,123
853,2021-05-16T00:00:00.000Z,New Orleans Pelicans,Los Angeles Lakers,98,110
854,2021-05-12T00:00:00.000Z,Dallas Mavericks,New Orleans Pelicans,125,107
855,2021-04-03T00:00:00.000Z,Portland Trail Blazers,Oklahoma City Thunder,133,85
856,2021-04-11T00:00:00.000Z,LA Clippers,Detroit Pistons,131,124
857,2021-03-20T00:00:00.000Z,Philadelphia 76ers,Sacramento Kings,129,105
858,2021-04-06T00:00:00.000Z,LA Clippers,Portland Trail Blazers,133,116
859,2021-03-14T00:00:00.000Z,Minnesota Timberwolves,Portland Trail Blazers,114,112
860,2021-03-17T00:00:00.000Z,Memphis Grizzlies,Miami Heat,89,85
861,2021-04-01T00:00:00.000Z,Cleveland Cavaliers,Philadelphia 76ers,94,114
862,2021-05-16T00:00:00.000Z,Oklahoma City Thunder,LA Clippers,117,112
863,2021-03-23T00:00:00.000Z,Orlando Magic,Denver Nuggets,99,110
864,2021-03-19T00:00:00.000Z,Portland Trail Blazers,Dallas Mavericks,125,119
865,2021-03-11T00:00:00.000Z,LA Clippers,Golden State Warriors,130,104
866,2021-04-15T00:00:00.000Z,Cleveland Cavaliers,Golden State Warriors,101,119
867,2021-03-15T00:00:00.000Z,Brooklyn Nets,New York Knicks,117,112
868,2021-04-08T00:00:00.000Z,Sacramento Kings,Detroit Pistons,101,113
869,2021-03-29T00:00:00.000Z,Utah Jazz,Cleveland Cavaliers,114,75
870,2021-04-25T00:00:00.000Z,Orlando Magic,Indiana Pacers,112,131
871,2021-03-26T00:00:00.000Z,Minnesota Timberwolves,Houston Rockets,107,101
872,2021-03-26T00:00:00.000Z,Los Angeles Lakers,Cleveland Cavaliers,100,86
873,2021-03-24T00:00:00.000Z,Chicago Bulls,Cleveland Cavaliers,94,103
874,2021-03-22T00:00:00.000Z,LA Clippers,Atlanta Hawks,119,110
875,2021-05-07T00:00:00.000Z,Portland Trail Blazers,Los Angeles Lakers,106,101
876,2021-03-12T00:00:00.000Z,Chicago Bulls,Miami Heat,90,101
877,2021-05-11T00:00:00.000Z,Milwaukee Bucks,Orlando Magic,114,102
878,2021-04-18T00:00:00.000Z,Dallas Mavericks,Sacramento Kings,107,121
879,2021-04-09T00:00:00.000Z,Orlando Magic,Indiana Pacers,106,111
880,2021-03-31T00:00:00.000Z,Brooklyn Nets,Houston Rockets,120,108
881,2021-04-16T00:00:00.000Z,Detroit Pistons,Oklahoma City Thunder,110,104
882,2021-05-01T00:00:00.000Z,LA Clippers,Denver Nuggets,104,110
883,2021-04-27T00:00:00.000Z,Houston Rockets,Minnesota Timberwolves,107,114
884,2021-03-21T00:00:00.000Z,Brooklyn Nets,Washington Wizards,113,106
885,2021-03-27T00:00:00.000Z,Washington Wizards,Detroit Pistons,106,92
886,2021-05-05T00:00:00.000Z,Denver Nuggets,New York Knicks,113,97
887,2021-04-07T00:00:00.000Z,Oklahoma City Thunder,Charlotte Hornets,102,113
888,2021-04-19T00:00:00.000Z,Miami Heat,Houston Rockets,113,91
889,2021-04-14T00:00:00.000Z,Denver Nuggets,Miami Heat,123,106
890,2021-04-02T00:00:00.000Z,Utah Jazz,Chicago Bulls,113,106
891,2021-04-14T00:00:00.000Z,Memphis Grizzlies,Dallas Mavericks,113,114
892,2021-04-21T00:00:00.000Z,Sacramento Kings,Minnesota Timberwolves,128,125
893,2021-04-28T00:00:00.000Z,Washington Wizards,Los Angeles Lakers,116,107
894,2021-04-24T00:00:00.000Z,Dallas Mavericks,Los Angeles Lakers,108,93
895,2021-04-22T00:00:00.000Z,Boston Celtics,Phoenix Suns,99,86
896,2021-04-26T00:00:00.000Z,Miami Heat,Chicago Bulls,102,110
897,2021-05-02T00:00:00.000Z,Milwaukee Bucks,Brooklyn Nets,68,114
898,2021-05-08T00:00:00.000Z,Indiana Pacers,Washington Wizards,132,133
899,2021-05-13T00:00:00.000Z,Chicago Bulls,Toronto Raptors,114,102
900,2021-05-03T00:00:00.000Z,Los Angeles Lakers,Denver Nuggets,93,89
901,2021-05-09T00:00:00.000Z,Orlando Magic,Minnesota Timberwolves,96,128
902,2021-04-21T00:00:00.000Z,Houston Rockets,Utah Jazz,89,112
903,2021-04-01T00:00:00.000Z,LA Clippers,Denver Nuggets,94,101
904,2021-05-08T00:00:00.000Z,Golden State Warriors,Oklahoma City Thunder,136,97
905,2021-03-12T00:00:00.000Z,New Orleans Pelicans,Cleveland Cavaliers,116,78
906,2021-03-24T00:00:00.000Z,San Antonio Spurs,LA Clippers,101,134
907,2021-04-28T00:00:00.000Z,New York Knicks,Chicago Bulls,113,94
908,2021-03-19T00:00:00.000Z,Memphis Grizzlies,Golden State Warriors,103,116
909,2021-04-14T00:00:00.000Z,New Orleans Pelicans,New York Knicks,106,116
910,2021-04-02T00:00:00.000Z,New Orleans Pelicans,Atlanta Hawks,103,126
911,2021-04-16T00:00:00.000Z,San Antonio Spurs,Portland Trail Blazers,106,107
912,2021-03-11T00:00:00.000Z,Oklahoma City Thunder,Dallas Mavericks,116,108
913,2021-03-16T00:00:00.000Z,Los Angeles Lakers,Minnesota Timberwolves,137,121
914,2021-05-02T00:00:00.000Z,San Antonio Spurs,Philadelphia 76ers,111,113
915,2021-03-29T00:00:00.000Z,Houston Rockets,Memphis Grizzlies,110,120
916,2021-04-30T00:00:00.000Z,Brooklyn Nets,Portland Trail Blazers,109,128
917,2021-05-13T00:00:00.000Z,Atlanta Hawks,Orlando Magic,116,93
918,2021-03-26T00:00:00.000Z,Toronto Raptors,Phoenix Suns,100,104
919,2021-03-31T00:00:00.000Z,Minnesota Timberwolves,New York Knicks,102,101
920,2021-03-15T00:00:00.000Z,Denver Nuggets,Indiana Pacers,121,106
921,2021-04-18T00:00:00.000Z,Orlando Magic,Houston Rockets,110,114
922,2021-03-17T00:00:00.000Z,Cleveland Cavaliers,Boston Celtics,117,110
923,2021-04-11T00:00:00.000Z,Minnesota Timberwolves,Chicago Bulls,121,117
924,2021-04-09T00:00:00.000Z,Golden State Warriors,Washington Wizards,107,110
925,2021-03-14T00:00:00.000Z,Houston Rockets,Boston Celtics,107,134
926,2021-05-11T00:00:00.000Z,Indiana Pacers,Philadelphia 76ers,103,94
927,2021-03-27T00:00:00.000Z,Utah Jazz,Memphis Grizzlies,126,110
928,2021-04-19T00:00:00.000Z,Milwaukee Bucks,Phoenix Suns,127,128
929,2021-03-13T00:00:00.000Z,Atlanta Hawks,Sacramento Kings,121,106
930,2021-05-15T00:00:00.000Z,San Antonio Spurs,Phoenix Suns,103,140
931,2021-03-25T00:00:00.000Z,New York Knicks,Washington Wizards,106,102
932,2021-04-27T00:00:00.000Z,Charlotte Hornets,Milwaukee Bucks,104,114
933,2021-04-12T00:00:00.000Z,Phoenix Suns,Houston Rockets,126,120
934,2021-03-21T00:00:00.000Z,New York Knicks,Philadelphia 76ers,100,101
935,2021-05-09T00:00:00.000Z,Boston Celtics,Miami Heat,124,130
936,2021-04-07T00:00:00.000Z,Phoenix Suns,Utah Jazz,117,113
937,2021-04-17T00:00:00.000Z,Washington Wizards,Detroit Pistons,121,100
938,2021-05-07T00:00:00.000Z,Phoenix Suns,New York Knicks,128,105
939,2021-04-29T00:00:00.000Z,Denver Nuggets,Toronto Raptors,121,111
940,2021-05-03T00:00:00.000Z,Chicago Bulls,Philadelphia 76ers,94,106
941,2021-05-01T00:00:00.000Z,Minnesota Timberwolves,New Orleans Pelicans,136,140
942,2021-05-14T00:00:00.000Z,Dallas Mavericks,Toronto Raptors,114,110
943,2021-05-16T00:00:00.000Z,Detroit Pistons,Miami Heat,107,120
944,2021-05-04T00:00:00.000Z,Oklahoma City Thunder,Sacramento Kings,99,103
945,2021-05-16T00:00:00.000Z,Sacramento Kings,Utah Jazz,99,121
946,2021-05-12T00:00:00.000Z,Utah Jazz,Portland Trail Blazers,98,105
947,2021-04-26T00:00:00.000Z,Denver Nuggets,Memphis Grizzlies,120,96
948,2021-05-10T00:00:00.000Z,Atlanta Hawks,Washington Wizards,125,124
949,2021-03-31T00:00:00.000Z,Los Angeles Lakers,Milwaukee Bucks,97,112
950,2021-04-12T00:00:00.000Z,New York Knicks,Los Angeles Lakers,111,96
951,2021-04-22T00:00:00.000Z,Orlando Magic,New Orleans Pelicans,100,135
952,2021-03-11T00:00:00.000Z,Portland Trail Blazers,Phoenix Suns,121,127
953,2021-05-11T00:00:00.000Z,Memphis Grizzlies,Dallas Mavericks,133,104
954,2021-03-18T00:00:00.000Z,Atlanta Hawks,Oklahoma City Thunder,116,93
955,2021-04-09T00:00:00.000Z,Denver Nuggets,San Antonio Spurs,121,119
956,2021-04-05T00:00:00.000Z,Houston Rockets,Phoenix Suns,130,133
957,2021-04-18T00:00:00.000Z,LA Clippers,Minnesota Timberwolves,124,105
958,2021-04-23T00:00:00.000Z,Charlotte Hornets,Cleveland Cavaliers,108,102
959,2021-03-21T00:00:00.000Z,Portland Trail Blazers,Dallas Mavericks,92,132
960,2021-03-19T00:00:00.000Z,Houston Rockets,Detroit Pistons,100,113
961,2021-05-12T00:00:00.000Z,Brooklyn Nets,San Antonio Spurs,128,116
962,2021-04-20T00:00:00.000Z,New Orleans Pelicans,Brooklyn Nets,129,134
963,2021-03-13T00:00:00.000Z,Minnesota Timberwolves,Portland Trail Blazers,121,125
964,2021-03-24T00:00:00.000Z,Oklahoma City Thunder,Memphis Grizzlies,107,116
965,2021-03-22T00:00:00.000Z,Minnesota Timberwolves,Oklahoma City Thunder,103,112
966,2021-04-03T00:00:00.000Z,Washington Wizards,Dallas Mavericks,87,109
967,2021-05-15T00:00:00.000Z,Minnesota Timberwolves,Boston Celtics,108,124
968,2021-04-15T00:00:00.000Z,Phoenix Suns,Sacramento Kings,122,114
969,2021-03-17T00:00:00.000Z,Denver Nuggets,Charlotte Hornets,129,104
970,2021-05-07T00:00:00.000Z,Sacramento Kings,San Antonio Spurs,104,113
971,2021-04-16T00:00:00.000Z,Washington Wizards,New Orleans Pelicans,117,115
972,2021-03-14T00:00:00.000Z,Chicago Bulls,Toronto Raptors,118,95
973,2021-03-12T00:00:00.000Z,Washington Wizards,Philadelphia 76ers,101,127
974,2021-03-29T00:00:00.000Z,Golden State Warriors,Chicago Bulls,116,102
975,2021-05-16T00:00:00.000Z,Chicago Bulls,Milwaukee Bucks,118,112
976,2021-05-16T00:00:00.000Z,Portland Trail Blazers,Denver Nuggets,132,116
977,2021-04-06T00:00:00.000Z,Toronto Raptors,Los Angeles Lakers,101,110
978,2021-04-19T00:00:00.000Z,Detroit Pistons,Cleveland Cavaliers,109,105
979,2021-04-04T00:00:00.000Z,Boston Celtics,Charlotte Hornets,116,86
980,2021-04-26T00:00:00.000Z,Minnesota Timberwolves,Utah Jazz,105,104
981,2021-04-07T00:00:00.000Z,Denver Nuggets,San Antonio Spurs,106,96
982,2021-03-25T00:00:00.000Z,Los Angeles Lakers,Philadelphia 76ers,101,109
983,2021-04-30T00:00:00.000Z,Los Angeles Lakers,Sacramento Kings,106,110
984,2021-04-02T00:00:00.000Z,Sacramento Kings,Los Angeles Lakers,94,115
985,2021-05-08T00:00:00.000Z,Philadelphia 76ers,Detroit Pistons,118,104
986,2021-03-26T00:00:00.000Z,Orlando Magic,Portland Trail Blazers,105,112
987,2021-05-09T00:00:00.000Z,LA Clippers,New York Knicks,100,106
988,2021-04-14T00:00:00.000Z,Oklahoma City Thunder,Golden State Warriors,109,147
989,2021-04-21T00:00:00.000Z,Washington Wizards,Golden State Warriors,118,114
990,2021-04-21T00:00:00.000Z,Portland Trail Blazers,Denver Nuggets,105,106
991,2021-05-01T00:00:00.000Z,Dallas Mavericks,Washington Wizards,125,124
